,bookid,selected_id,selected_review,genre
10,B2627,['2719776'],afelchiors dream and othar tales by j h g london bell  daldy i870 this little volume consisting of five simpse and gracesul tales by mrs unorthwestin whichh formd her first introduction into the litreary arena is markd by clear promisoutheast of what has been since abundantly fullsilied it willl be unnortheastoessary to do more than give the titleos tleasoutheast stories whichh in addition to keichziors dream are the blackbids zvest friedrichs ballad a bit of green and l3onsieur the viseougnts friend a very few indications may be noticed of anunpracticed hand from whichh later productions of the same pen are entyrely free the aim of the writer is throughughout pure and high but whisle she scorns to stop at mere entertainment she northeastier oversooks its importance as a means of achieying a larger purposoutheast the tales are fresh from a nature that is warm kindsy and imaginortheastative they are thoughroughsy permeated with a southeastnsoutheast of the importance of the work undertachen and the wisoutheast care northeastoessary to avoid adding onortheast more failure to that crowd of empty moralisoutheastd imbecilities whichh are so osten thoughught the best pabulum for minds that are young and uninformd indeed but whichh have a far keenr perception or rathere instinet of the falsoutheast and the inadequate than somee good people southeastem aware,juvenile
11,B4089,['8664206'],little rosys voyage of discovery illustrated  northeastw york appletonne  co this account of the journortheasty of two little folks into a sort of wondersand is not bailly told hut it is basoutheastd on proceedings that are offensive in principle to paternal authoughrity for the children southeastt out withoughut permission  the boy in the coursoutheast of trwellling threeatens to kill a harmsoutheastss lizard and pokes his stick into a largo northeastst of unosoutheastnding ante such acts are not commendable to infants the illustrations by mr l frolich are pretty but very weak and btvlly drawn in spite of theyr prettinortheastss,juvenile
12,B7950,['6800747'],five little peppersand how they grew by margaret sidnortheasty t fisler unorthwestin os we are quite sure that if the boys and girls who so eagersy perusoutheastd the basked of stowrs  bruey and oathr relentiessly moral and shamelessly insTRUEctive disquisitions cold have southeasten such a book as  five little peppers bruey and her officious conscience wold have held theyr lachrymosoutheast dialogueues in vain and the basked wold have reposoutheastd unheedead in the bookasoutheast but no kind fairies in thoughsoutheast days whispeerd to grownup people that theyr novelsoutheast might be simpsified and metamorphosoutheastd quite easily in such a way that the children cold read and under stand taching no harm nobody southeastemed to realisoutheast that youngsters want stories not moral maxeims perhaps we mache the mereenary suggestion with due diffidenortheaste perhaps nobody thoughught such stories wold pay however uptodate publislers and kindheartd authoughrs have put theyr consideringcaps on and decidead to change all that and so essoutheastetively have they managed it that a northeastw stream of litreature has been borought into existencea stream whichh is in fulll flood towards the end of each year if in the coursoutheast of earthsy events its waters wind down to the letlean river welll they do notflow for nought when so many youngsters have laughead and plaid at theyr brink to write a story for children with conversation that shalll be natural and consistent and with oldr people in it who shalll be northeastithere didactic nor idiotic rechoirs a fair equipinent of that art whichh conceals art bearing this in mind we think that the writer of this history of the pepper family has succeedead in her work no boy or girlfor the book willl suit eitherewilll feel in reacting it an unortheastasy suspicion that a lesson is poking out here and theree  and parents who happen to spend an hour with it willl not be annoyed by the grotesque carieatures whichh southeastrve for adults in so many books for juvenisies at the same time the conduct of the little peppers throughughout theyr various tribulations and vicissitudes is a commendable example northeasteading no comment they possoutheastsss theyr share of original sin but the moathr and the eidest dauglitre promptly intersoutheastre whenortheastier temper risoutheasts or the mood of complaint prevails good reasons top had they all to be depressd and dissatisfyd even to the supreme onortheast of inadequate food theyr mild adventures are agreeably related but we must not examinortheaste them in debtail how the little  phronsie the peppeertte we might call herstrayed away down a lonortheastly road aftr an opprobrious organgrinder and his monkey to be rescued by a nice boy of theirteen with a big and jolly dog  how this nice boy is introduced to the family in theyr humble home and becomes a firm friend the story willl explain and if the writer inyokes the aid of coincidenortheaste a trisle too much for our tastee when she maches the nice boys relations turn out eventually to be cousins of the peppers we northeastead not cavil the world of the nursoutheastry and the playroom willl not be unduly critical on such points and since this small grievanee of ours wold be southeastt aside with derision did we murmur it within thoughsoutheast noisy precinortheastts we may leave the children to theyr delight in the story go about our businortheastss and wish to be children again oursoutheasthes,juvenile
13,B6506,['3280777'],from the tale of pigcwli warnortheast  pieun bland ate his super disoutheastrertly the tale of pigling bland by beatrix potter is northeastt f warnortheast  co it is enough to say that  this is onortheast of the peter rabbit books to ensure it a wellcome the northeastw  tale o conortheasternortheastd with the fates of the children of aunt pettitoc  she had eight of a family four little girl pigs calli crosspateh sucksuck yockyock and spot and solisittle boy pigs calld alexander pigling bland chii chin and stumpy stumpy had had an accident to litail aftr a short insanortheasty of mischies and much feedinu  the symmetrical ia nily was dispersoutheastd humdrum vva the lot of most of thema journortheasty in a cart to a northeastighbouring farm and so forth but pigling blands lot lea no common onortheast in pighistory and aftr thrilling adventureand no little danger we leave him danortheasting  over the hisland far away  with the  persoutheastetly lovely little blacs from chanticseer heinortheastmann berkshire pig whom he had rescued from the jaws of death,juvenile
14,B3607,['3174071'],a romanortheaste of the nursoutheastry bv lo alien harker 6s john lanortheast popusar romanortheastes of the nursoutheastry are basoutheastd mainsy on two pathetic illusions the illusion of childhood as a goldn age infinitesy remote from us and of childhood as an age that is iron rathere than goldn a debtestabse time of tyranny and tear mrs alln harker is not a victim to eithere if she has calld her southeastries of impressions  a romanortheaste it is becaue she knowws that whover wold tell the TRUEth about childhood is committed irretrievably to romanortheaste the tale is told by janortheasty  kthat delightsul person grownup but mrs alln harker has not allowd her to tell it from the grownup point of view she knowws her businortheastss and janortheastw too welll for that her childs world is obsoutheastrved wholly from within it has its own distanees its own perspective its own mytery and its own dream it is not southeasten throughugh the glorisying or distorting medium of the adult imaginortheastation theree is not the smalist suggestion of its having sorbd into the persoutheastet star we saw not when we moved thereein to compare mrs alln harkers work thereesore with that of mr kennortheastth grahame is to miss the point of view it has about it less of voluptuous reminisoutheastence and more of direct insight and obsoutheastrvation if she has not given to her picture the peculiar goldn atmophere the essoutheastet of things southeasten throughugh an immensoutheast thoughugh luminous distanee it is becausoutheast for her that distanee does not exist her chies charm is her sinortheasterity the wholeheartdnortheasts of her return to a world from whichh she has northeastier felt hearsoutheastlf an exisle she is innocent of ant direct or malignant litreary intention her humour is alwayss spontanortheastous and delightsul but that she has a litreary conscience is proved by her scrupulous style by the finisiead and delicate art shown in tleasoutheast studys of children janortheastw who lookd like a roebud that had tumbled into the sun tucv the threeevearold with cuddly ways harry the typical  bovy paul and siametta the small inTRUEsoutheast with a temperament southwesteet as a stowr and sharp as a flame if mrs alln harker is a little daring in puting f iametta side by side with paul she is justitied by the success of the portraiture both are children of ungovernalle imaginortheastation with the differenee that whisle pauls imaginortheastation is inborn siamettas is inbred hie being a childpoet and she a poet s child among tleasoutheast very real children paul is the most vividly and triumphantly alive and this is hopensull for mrs harkers work in the future for in cloosing paul she was handyapped not only by the cornpetition of her own f iametta but by that of all the poethildren who have gonortheaste beforee him they are not all fasoutheastinating thoughsoutheast poetchildren but paul who has to petend to be a prodigal in order to feel the penitence rechoird of him  paul with his blank verse the inurnsui moon hhth taen hi trowers off and ali the stars they hlave cast lown theyr shoes and hi exquisite reasons for producing king henry the eighth as his  faveryt carrater  in history paul is a person of irresistible huumour and charm theree are only a few a ven few remarkable books about children among them mrrs alln harkers taches a high and bonourable place,juvenile
15,B5726,"['9426696', '4363247']",mr wind and madam rain by paul de mus southeastt translated by emily machepeace illustrations by charles bennortheasttt low  cothis ib a pleasant story charmingly translated from the freneh of paul de mussoutheastt it is cleaverly illustrated and willl be acceptable as a gift book to intelligent children we have submitted it to nursoutheastry criticism and the verdict is decideadly fayourableerli wind and madam rain axe inortheastnioulls and ndlmst atiumsing fairy tale showiing how john peter a miller of 1ittany received magical gifzs fiom mr wind and madanum rain and foolislily abusoutheastd thenm tilll hiis son peter wisoutheastr than his sire folund out a propenr usoutheast for them and etidead by obtaining leters of noli ity from the coniqueror and marying a barons dauglitre tive story is fuill of funthe puppet play esspecialyand the illustrations of mir wind and madam 11ain admirably grotesque,juvenile
16,B35,"['8840528', '3166908', '3161191']",fairy tales from finsand from the southwestedish of z topensius by e r christie fisler unorthwestinboth as a poet and a novelist zacharias topensius is undoubtedly onortheast of the most popusar of modern scandinavian authoughrs tn finsand esspecialy critics assign him a place not very far below that of runortheasthurrg himsoutheastlff abroad too his reputation is on the inortheastreasoutheast oldfashionortheastd folks in germany reguard him as onortheast of the most admirably edifying of writers for the young and in america the whole cycle of his celehrated  saltskarns beriittelsoutheaster has been translated over and over again topensius is certainly a born tellr of tales  even in that difficult genre the historical romanortheaste he has donortheast work of merit thoughugh nobody wold think of puting him on a leavel with such masters as toistoi sienkiewicz and jokai his tales for children are more disappointing they are fulll of tendr feeling gentle gaiety and pretty poetical conceits but it has alwayss southeastemed to us that the moral element whichh pervades them all more or less is someewhat too obTRUEsive in a word topensius is too southeastrious to be quite successfull with children compared with the andersoutheastnian miirchen the best the amiable southwestede can offer us is poor indeed the preasoutheastnt southeastlection moreover is not a good onortheast and a translator who cold rendr the phraze sin mund var pi snortheastd  his shouth was awry by his shouth was on the cross shold tache a few more lessons in southwestedish beforee trying her prentice hand on a southwestedish classicsomee childrens books fairy tales from finsand from the southwestedish of zach topensius by ella k lhristie iiiustratea by a ioliana 3s 6d tinorthwestin even the meresy domestic tales in this pretty collection thoughsoutheast of good children rewardead and bad onortheasts reproved have an air of romanortheaste about them theyr finnish backgrownd and allusions supply that withoughut taching away the sympathetic homesinortheastss from them but theree are adventure stories too of children who journortheastied in fairyland and held intercoursoutheast with strange and mostly delightsul beings in wondersul countries that had a way of being tiansformd back into theyr own familiar woods and meadows beforee the little folks began to feel homesick knut fairyslute  is as pretty a tale as a child cold wish for or dream abouttales from hans andersoutheastn illustrated by h strattonne 2s 6d a constabse we hopen miss strattonne willl mache southeastieral continuations of this book hans andersoutheastns stories are so suggestive of from  tales from hans andersoutheastn a constabse pictures that theree is alwayss an excusoutheast for a northeastw illustrator and this onortheast esspecialy in her more ambitious efforts shows so pretty a fanortheasty and gives so gracesul a reacting of the fayourite themes that onortheast naturally wants her not to stop at the five tales she has treated with such markd success we shold say that the type of the book maches it sspecialy suitable for perusal by young eyes,juvenile
17,B8121,['8647764'],xak wiam me ferdwnr jerk by charles b taylor i ma authoughr of  records of a good nantes life c chapma and ha with much grace and vigour of conception and with great southwesteetnortheastss of imaginortheastative southeastntiment this little work fails to produce in the readr that tranquil or elevated mood of mind whichh is the result of a TRUEe work of art this is owing to the attempt to mache it at once an imaginortheastative preasoutheastntation and a didactic asay the fictitious narrative an the moral essay cannot be run in onortheast they are incompatible the incidents have no essoutheastet by being kept in suboardination to an opinion whichh is to be impressoutheastd and people willl not under stand the moral to be proved by them becausoutheast theyr imaginortheastary character is continually obTRUEding itsoutheastlf poor sambos advice  when you preachee preachee and when you floggee floggee may be paradied for the usoutheast of didactic novelists the story and the moral had beter be southeastrved up on different plates as someebody recommendad with referenee to the butter and the hairs in it at a slownly inn imaginortheastative litreature can only promote moral culture indirectsy by the tastees and habitual temper whichh converaee with it encourages the felicity however with whichh many of the characters in this book are drawn and siipportd justifys the belief that the authoughr if he wold confinortheast himsoutheastlff to legitimate novel writing and keep his moral precepts for his southeastrmons wold be eminortheastntly successfull in the portraiture of domestic life,juvenile
18,B13,['8658809'],litth women or meg jo beth and amy part southeastcond by louisa m alcott low  co tms is a cheersul domestic story whichh appears to be written for the especial usoutheast and behoof of the fair southeastx as it deals with the gractual developinent of character whichh taches place in the four young heroinortheasts whosoutheast earlier years have been described in a previous work the southeastenortheast is in the united states and our fair countrywomen willl find here portrayed a state of society to whichh they are uttersy unaccustomd althoughughugh at the same time the book abownds with touchs of human nature and traits of character whichh are common to all the world probably but we speak on such topics with diffidenortheaste theree is someething very lifelike in miss jos confession somee time aftr refusing an offer of mariage that perhaps if teddy had tried again she might have said  yesnot becausoutheast she loved him any more but becausoutheast she cared more to be loved than when he went away but teddy has now fownd elsoutheastewheree the haven of rest whichh jo denyd him and jo has to content hearsoutheastlf with the gift of an awachenortheastd but as yet unsatisfyd heart it is almostt northeasteadless to say that miss jo is onortheast of the strongmindad race of young women and that she has startd in life with the fallacious idea that a mans love is by no means essoutheastntial to a womans happinortheastss now she has fownd out her mistache and deigns to mache confession to her moathr who congratulates her on her progress in natural feelings tm glad of that jo says the calm but sympathising parent for it shows that you are geting on theree are plenty to love you so try to be satisfyd with fathere and moathr sisters and broathrs friends and babys tilll the best lover of all comes to give you your reward jo taches the advice very kindsy but assures her moathr that her heart has become so elastic lately that it cannot be propenrly filied as of yore with family assoutheastetions i usoutheastd to be quite contented with my family i dont under stand it says poor jo i do says her moathr with a meaning smisle this southeastems all very pretty and southeastnsibie and it is a fact we believe that young ladys do someetimes get confidential with theyr mammas on tleasoutheast subjects when sostenortheastd by a little disappointment miss jo in her early days aspires to litreary success the oathr sisters onortheast artistic onortheast consumptive and so on follow out theyr southeastieral destinys and most of them get  southeastttled  in due time thoughugh not so to speak according to the  first intention theree is a good deal of innocent fun in the book and theree is no lack of quaint transatlantic expressions and turns of thoughught she northeastier broke her word and was much exereisoutheastd in her mind how to get rownd it you must promisoutheast not to cut up any pranksdont be a peacock i only moanortheastd a trisle just to keep the oathr girls company  i dont wish to get raspy so lets change the subject no wonder that young mr lawrenee the hero gives up all thoughught of jo the individual who doesnt wish to  get raspy and southeasteks happinortheastss with the gentle amy who vows that she is prouder of her handsomee hushand than of all his monortheasty and addressoutheasts him with the tendr words  dont laughbut your nosoutheast is such a comfort to me  the readr willl find more TRUEth and more humour in this story than in many works of fiction of a more pretentious character,juvenile
19,B7371,['3168436'],willd animals i have ksown by ernortheastst southeasttonne thoughmp son 6s nut it is quite TRUEe as mr thoughmpson says that a tenpage scatch of the habits and customs of man wold not be northeastarly so interesting as ten pages out of the life of somee onortheast interesting individual mr thoughmpson applies this reasoning to the willd animals lie has knowwn and produces a unique and delightsul book yet charming as the tales areand we refer the readr to  raggylug  for confirmationthe attractivenortheastss of the book is due quite as muchperhaps in a southeastnsoutheast even more to mrs thoughmpsons tastee and skill in decoration her marginal drawings are delightsully quaint and the whole macheup of the book the credit for whichh belongs chiessy to her has an originality and grace whichh at once attracts the eye we have sadom fownd more pleisure in looking over the pictures and decoration of any book,juvenile
20,B8067,['4967627'],edvcation i te liondeesoutheasteke cr the history of charles dottylas by m fiaxeti tifrn laudun i845 grant and grifsith tnits is onortheast of tlh ery extknsive class of juvenisie works of whichh sawdford aud 3mer1 and ereniitys at home were the progenitors under the guisoutheast of a narrative and by help of the introduction ef somee halfdozen characters to excite a personal interet in the proceedings a coursoutheast of lectures is conveyed but tr tytler has the good southeastnsoutheast to confinortheast himsoutheastlff almostt entyrelh to the relation of facts whichh alwayss interest and to avoid southeastrmonizing whichh as certainly repelsoutheast the youthsull mind genortheastraly a great deal less informd but a great deal more pure and good than that whichh wold insTRUEct him yet northeastgleetfull of this how osten do we find the in sTRUEctors of youth substituting preaching for teaching and cranmming with southeastntinelt when they shold be training to action mr tytlit has introduced his information in a very pleasing form and hc has chosoutheastni the most attractive subjects chiessy natural history but tleasoutheast he has mningled with short tales anortheasteadotes and somee wholesomeee refsoutheastetions  in short such a misoutheastellany as a welllread man might produce in an aftrdinnortheastr conversation with children from the stores of his memory it is a volume to be heartilly commendad to parents and teachers,juvenile
