author	bookid	bpoids	genres	htrcids	subjects	title	pubdate
Wentworth Patricia	B8620	{8917450, 2442750, 3202311}		{'nyp.33433075767438'}	{'Revolution, 1789-1799', 'History'}	A marriage under the terror	1910
Ruck Berta	B7239	{3190724}		{'nyp.33433075731723'}		Miss Millions maid  a romance 	1915
Clifford Hugh Charles Sir	B1438	{3291179, 8942964}	{'Bibliographies'}	{'njp.32101063605917'}		The downfall of the gods	1911
Connor Ralph	B1389	{3201348}	"{""Publishers' cloth bindings (Binding)"", 'New York', 'New York (State)'}"	{'mdp.39015059407935'}	{'World War, 1914-1918'}	The sky pilot in no mans land	1919
Baynes Dorothy Julia	B830	{2454221}		{'uc1.b4315954'}	{'1860-1884', 'Bashkirtseff, Marie'}	Fountains of youth	1936
Davis Julia	B2110	{3233830}	{'Juvenile audience', 'Juvenile literature'}	{'mdp.39015024085154'}	{'Juvenile fiction', 'Folklore', 'Vikings', 'Denmark'}	The swords of the Vikings  stories from the works of Saxo Grammaticus	1928
Stephens Robert Neilson	B7710	{3173924}		{'uc2.ark+=13960=t6d21t54b'}	{'France', 'History', 'Henry IV, 1589-1610'}	An enemy to the king	1897
Benson E F Edward Frederick	B724	{3198530}		{'nyp.33433082486048'}	{'World War, 1914-1918'}	Up and down	1918
Church Alfred John	B2083	{8617147}		{'nyp.33433082190251'}		Stories from Virgil	1879
Kennedy Edward B	B4605	{6755731}		{'uc2.ark+=13960=t11n8692f'}	{'Description and travel', 'Queensland'}	The black police of Queensland	1902
Aimery de Pierrebourg Marguerite ThomasGalline Baronne	B112	{2456282}		{'pst.000009885585'}	{'Cleopatra', 'd. 30 B.C', 'Queen of Egypt'}	The life and death of Cleopatra	1924
Robertson E Arnot Eileen Arnot	B7289	{2489155}		{'uc1.$b104992'}		Ordinary families a novel	1933
Gaunt Mary	B3269	{9050617}		{'uc2.ark+=13960=t58d0127g'}	{'Description and travel', 'Africa, West'}	Alone in West Africa	1912
Bennett Emerson	B581	{5892969}		{'nyp.33433074829155'}	{'1773', 'History', 'American fiction'}	The bride of the wilderness	1854
Webster Wentworth	B8881	{8717710}		{'mdp.39015002151234'}		Basque legends collected chief	1879
Dostoyevsky Fyodor	B2109	{9096269}		{'mdp.39015015389896', 'uc1.b3311321'}	{'Exiles'}	The house of the dead	1881
Caine Hall Sir	B2019	{3162358}		{'mdp.39015063513488'}		The Manxman a novel	1894
Hay Ian	B3564	{8916725}		{'mdp.39015063542008'}		Pip a romance of youth	1917
Tollemache Beatrix Lucia Catherine Egerton	B8038	{9351725}		{'mdp.39015058341382'}	{'Peasants', 'Social life and customs', 'Soviet Union'}	Russian sketches chiefly of peasant life	1913
Korolenko Vladimir Galaktionovich	B4600	{3150457}		{'uc1.b4398093'}	{'Translations into English', 'Russian fiction', 'Short stories, English', '19th century', 'Short stories, Russian', 'English fiction'}	The Saghalien convict and other stories	1892
Jessup Alexander	B4233	{3205939}	{'Bibliographies'}	{'mdp.39015030995628', 'uc1.$b29729'}	{'Short stories'}	The book of the short story	1918
Sinclair May	B7513	{2444788}		{'nyp.33433075765333'}	{'Repression (Psychology)', 'Women', 'Single women', 'England'}	Life and death of Harriett Frean	1922
Godden Rumer	B3178	{3240791}		{'pst.000001758405'}	{'Fantasy', 'Dolls'}	The dolls house	1947
Beauclerk Caroline Frederica	B582	{8781385, 4696693}		{'nyp.33433074833041'}	{'American fiction'}	Tales of fashion and reality	1836
Wynne Pamela	B8524	{3227905}		{'mdp.39015063956315'}		Anns an idiot a novel	1924
Kantor MacKinlay	B4587	{3226875}		{'uc1.$b103887'}	{'Gettysburg, Battle of, Gettysburg, Pa., 1863'}	Long remember	1934
Carpenter Kate E Rushmore	B1476	{3186313}	{'Biography', 'Juvenile audience'}	{'nyp.33433071386639'}	{'Joan', '1412-1431', 'of Arc, Saint'}	The story of Joan of Arc for boys and girls as Aunt Kate told it	1902
WhyteMelville G J George John	B8877	{4358623}		{'njp.32101065600908'}		The Queens Maries  a romance o	1878
Bacchelli Riccardo	B838	{3326274}		{'uc1.b5095441'}	{'Bakunin, Mikhail Aleksandrovich', '1814-1876'}	The devil at the Long bridge a historical novel Il diavolo al Pontelungo	1929
Karrik Valerïan Vili͡amovich	B4502	{3197432, 3206596}	{'Juvenile audience'}	{'mdp.39015031985925'}		Still more Russian picture tal	1915
Stevenson Robert Louis	B7922	{3168019, 9024062}	{'Short stories'}	{'inu.30000110613647'}		The story of a lie	1894
Merrick Leonard	B5859	{9079816, 6867157}		{'uva.x000957223'}	{'English fiction'}	The position of Peggy	1911
Frankau Julia	B2902	{6810244, 9419058, 3278138, 6834903}		{'mdp.39015035876260'}		Pigs in clover a novel	1906
Scott Walter Sir	B7869	{4438403, 4860868, 5213228, 9138135, 8884601, 8503357}	{'Autobiography'}	{'mdp.49015002006154', 'mdp.39076005018747', 'mdp.49015002006295', 'mdp.49015002006238', 'mdp.39076005018713', 'mdp.49015002006329', 'mdp.49015002006303', 'mdp.49015002006527', 'mdp.49015002006386', 'mdp.49015002006444', 'mdp.39076005018630', 'mdp.49015002006188', 'mdp.49015002006477', 'mdp.39076005018655', 'mdp.49015002006162', 'mdp.49015002006402', 'mdp.49015002006428', 'mdp.49015002006535', 'mdp.49015002006519', 'mdp.49015002006261', 'mdp.49015002006279', 'mdp.49015002006311', 'mdp.49015002006568', 'mdp.49015002006543', 'mdp.49015002006469', 'mdp.49015002006485', 'mdp.49015002006196', 'mdp.49015002006378', 'mdp.49015002006501', 'mdp.49015002006436', 'mdp.49015002006576', 'mdp.49015002006352', 'mdp.49015002006493', 'mdp.49015002006451', 'mdp.49015002006204', 'mdp.39076005018671', 'mdp.49015002006394', 'mdp.49015002006220', 'mdp.39076005018689', 'mdp.49015002006287', 'mdp.49015002006345', 'mdp.49015002006170', 'mdp.49015002006410', 'mdp.49015002006253', 'mdp.49015002006337', 'mdp.49015002006550', 'mdp.49015002006360', 'mdp.39076005018697', 'mdp.39076005018648'}		The works of Sir Walter Scott	1832
