docid	Dominant_Topic	author	orig_title	Topic_Perc_Contrib	date
uc1.b4091217	20	shirley jackson	We have always lived in the castle	0.0443	1962
inu.30000026046130	2	thomas meguane	Panama	0.0779	1978
mdp.49015000731126	21	lester del rey	Nerves	0.0462	1976
uc1.32106017814309	66	ngoc quang huynh	South wind changing	0.0619	2000
uc1.b3790624	48	marie claire blais	The day is dark, and Three travelers; two novellas	0.0404	1967
mdp.39015038572478	2	jean echenoz	Cherokee	0.1152	1987
mdp.39015000610132	30	raymond spence	Nothing black but a Cadillac; a novel	0.0688	1969
mdp.39015053525567	31	martin cruz smith	Polar Star	0.1136	1989
uc1.31822010259067	31	william beebe	Adventuring with Beebe;	0.0613	1956
inu.30000109102198	20	melanie wallace	The housekeeper : a novel	0.0666	2006
mdp.39015049990925	2	curt leviant	Diary of an adulterous woman : a novel	0.0852	2001
uc1.b3687435	31	david madden	The beautiful greed	0.0587	1961
mdp.39015027254435	12	kurt vonnegut	Galápagos : a novel	0.0992	1985
uc1.32106002250584	13	jan de hartog	The spiral road	0.1081	1957
uc1.b3115163	63	georges bernanos	The star of Satan	0.1106	1940
uc1.$b787444	21	j b priestley	Wonder hero	0.0565	1933
mdp.39015064705000	64	lee child	The hard way : a Jack Reacher novel	0.0894	2006
uc1.32106015865600	75	anne rice	The queen of the damned	0.1503	1988
uc1.b3462055	24	leigh james	The Capitol Hill affair	0.0484	1968
mdp.39015037047746	30	francis irby gwaltney	Destiny's chickens	0.0646	1973
mdp.39015017930010	79	donald barthelme	The king	0.0631	1990
mdp.39015030750882	13	jesse hill ford	The raider	0.0944	1975
mdp.39015059581416	41	jacqueline winspear	Birds of a feather : a novel	0.0831	2004
uc1.b3810825	68	bryher	The coin of Carthage	0.0872	1963
mdp.39015005768026	76	angela thirkell	A double affair	0.0791	1957
mdp.39015078809665	43	mo hayder	Skin	0.172	2009
mdp.39015046851203	78	fannie hurst	Imitation of life, a novel	0.064	1933
mdp.39076002560410	64	watkins tudur	The Spanish galleon : an adventure story	0.0394	1947
mdp.39015067689664	38	xiaolu guo	A concise Chinese-English dictionary for lovers	0.0983	2007
uc1.b3295256	38	dorothy van doren	Dacey Hamilton	0.0505	1942
mdp.39015074219596	66	mary rose callaghan	Billy, come home	0.0501	2007
mdp.39015055823853	79	christian bauman	The ice beneath you : a novel	0.1422	2002
mdp.39015037416503	76	abigail thomas	An actual life	0.1068	1996
mdp.39015002743535	68	martha rofheart	My name is Sappho : a novel	0.0734	1974
uc1.$b103821	79	storm jameson	The fort	0.1377	1941
uc1.b4439383	2	freda garmaise	Love bites	0.1687	1981
mdp.39015029715110	70	frederick busch	Long way from home	0.0538	1993
mdp.39015024076435	24	brian freemantle	Good-bye to an old friend	0.0728	1973
uc1.32106008073303	64	suzette haden elgin	Star-anchored, star-angered	0.0737	1979
mdp.39015002754110	12	alan scholefield	The hammer of God	0.07400000000000001	1973
uc1.b4948636	12	curt siodmak	City in the sky	0.0856	1974
mdp.39015039383024	64	francis beeding	The eight crooked trenches	0.0778	1936
mdp.39015000607732	41	patrick quentin	Puzzle for fiends	0.1019	1946
mdp.39015008157482	68	louis auchincloss	Exit Lady Masham	0.0872	1983
uc1.b4432327	79	alfred coppel	The burning mountain : a novel of the invasion of Japan	0.1332	1983
uc1.$b323491	43	wr burnett	Little men, big world	0.0672	1951
mdp.39015001709289	24	james t farrell	Sam Holman : a novel	0.1402	1979
mdp.39015048933538	41	lawrence sanders	McNally's dilemma	0.2251	1998
mdp.39076002781552	12	daniel quinn	Ishmael : a novel	0.1374	1992
mdp.39015018504061	64	david bottoms	Easter weekend	0.1043	1990
mdp.39015077135450	43	r.j. ellory	A simple act of violence	0.0989	2008
uc1.b4351540	78	c eric lincoln	The Avenue, Clayton City	0.0929	1988
mdp.39015066856652	79	steven pressfield	Gates of fire : an epic novel of the Battle of Thermopylae	0.1368	1998
uc1.b4368522	43	shane stevens	The anvil chorus	0.1811	1985
mdp.39015054456333	70	bernice l. mcfadden	The warmest December	0.1416	2001
mdp.39015002968033	70	ray bradbury	I sing the body electric! Stories	0.0546	1969
uc1.32106002177019	75	william kotzwinkle	Elephant bangs train	0.0762	1971
mdp.39015077602921	41	pat mcintosh	The rough collier	0.1211	2008
uc1.b3710890	76	mary mannes	Message from a stranger, a novel	0.0807	1948
mdp.39015001362329	21	william kotzwinkle	Doctor Rat	0.0651	1976
mdp.39015063084712	64	ian fleming	Moonraker	0.1517	1955
uc1.32106016980473	48	peggy vincent	Baby catcher : chronicles of a modern midwife	0.1471	2002
uc1.$b106367	66	katharine morris	The vixen's cub	0.0661	1951
mdp.39015046831643	38	anais nin	Children of the albatross	0.0503	1947
mdp.39015046349133	6	william faulkner	Requiem for a nun	0.0613	1953
inu.30000094854878	48	elizabeth brundage	The doctor's wife	0.1199	2004
pst.000033009544	31	walter lord	A night to remember	0.0689	1955
uc1.$b120224	78	robert d pharr	The book of numbers	0.0789	1969
mdp.39015038551183	78	ralph ellison	Flying home and other stories	0.0625	1996
uc1.b4088842	43	julian symons	The narrowing circle : a crime novel	0.0803	1954
mdp.39015038890037	66	isaac bashevis singer	The family Moskat	0.0626	1950
mdp.39015032718663	75	david eddings	The hidden city	0.0596	1994
mdp.39015066047674	21	michael crichton	The lost world : a novel	0.1327	1995
pst.000013224004	41	"per wahlöö
maj sjöwall"	The man who went up in smoke	0.049	1969
mdp.39015024084538	68	jean bothwell	Lost colony : the mystery of Roanoke Island	0.1039	1953
mdp.39015016452230	78	frank london brown	Trumbull park, a novel	0.08	1959
mdp.39015012203447	63	philip k. dick	A maze of death	0.0606	1970
uc1.b4355037	38	beverly lowry	The perfect Sonya	0.0611	1987
mdp.39015034298623	78	andrea lee	Sarah Phillips	0.095	1984
mdp.39015054091932	41	dick francis	Decider	0.0753	1993
inu.32000001534397	79	heinrich gerlach	The forsaken army; a novel	0.0971	1958
mdp.39015014688264	24	luis zalamea	The hour of giving	0.0765	1965
mdp.39015010757824	31	elmo wortman	Almost too late	0.1912	1981
uc1.b4381833	64	john godey	Fatal beauty	0.2488	1984
mdp.39015054384030	30	niall griffiths	Kelly & Victor	0.0895	2002
mdp.39015041167860	24	ariel dorfman	The last song of Manuel Sendero	0.1554	1987
mdp.39015012075704	76	gail godwin	A southern family	0.0625	1987
mdp.39015078794370	64	robert wilson	The ignorance of blood	0.1066	2009
inu.30000115607289	70	jon hassler	Grand opening	0.0736	1987
inu.32000002838086	75	elizabeth goudge	The rosemary tree	0.0502	1956
mdp.39015000540701	68	edith pargeter	The marriage of Meggotta	0.13699999999999998	1979
mdp.39015039048015	2	julián ríos	Loves that bind	0.0902	1998
pst.000067801114	79	"iréne nèmirovsky
sandra smith"	Suite française	0.1004	1942
uc1.32106002117858	20	evan hunter	Nobody knew they were there!	0.0547	1971
uc1.b4948626	68	mary renault	Funeral games	0.1236	1981
mdp.39015010934860	14	ruth prawer jhabvala	How I became a holy mother, and other stories	0.0515	1976
mdp.39015043828998	24	yelena franklin	A bowl of sour cherries	0.0575	1997
uc1.32106018652864	79	scott anderson	Moonlight Hotel : a novel	0.0863	2006
uc1.b3688005	31	john jennings	The Salem frigate, a novel	0.1332	1946
mdp.39015003929554	2	zulfikar ghose	The incredible Brazilian	0.0745	1972
mdp.39015014614336	41	mary roberts  rinehart	Miss Pinkerton	0.0967	1932
uc1.32106006619123	63	russell hoban	Pilgermann	0.0743	1983
mdp.39015038539014	24	marge piercy	City of darkness, city of light : a novel	0.0874	1996
uc1.b3727332	6	joseph wechsberg	The self-betrayed, a novel	0.0629	1954
uc1.$b105480	13	harold sinclair	Westward the tide	0.0342	1940
uc1.32106008998061	78	michelle cliff	No telephone to heaven	0.0654	1987
uc1.32106011784235	63	satoko kizaki	The sunken temple	0.0981	1993
mdp.39015008844279	63	anthony burgess	Man of Nazareth	0.1047	1979
mdp.39015003687509	2	bruce jay friedman	Far from the city of class, and other stories	0.0737	1963
mdp.49015002977826	75	sue harrison	My sister the moon	0.0665	1992
uc1.$b245240	31	wilson tucker	The Lincoln hunters	0.039	1958
uc1.$b785374	75	mk joseph	The hole in the zero:	0.10800000000000001	1967
mdp.39015050745879	6	david guterson	Snow falling on cedars	0.0827	1994
mdp.39015067683550	70	danielle steel	Sisters	0.0693	2007
mdp.39015073373121	79	boris gorbatov	Tara's family	0.0915	1946
pst.000016395053	12	isaac asimov	Nemesis	0.2468	1989
mdp.39015013784452	79	pierre boulle	The other side of the coin	0.0711	1958
uc1.b4948311	41	dick francis	Rat race	0.0587	1971
mdp.39015033980262	78	linda beatrice brown	Crossing over Jordan : a novel	0.081	1995
mdp.39015055183555	6	mary higgins clark	Daddy's little girl	0.1042	2002
mdp.39015021915965	12	francis stuart	A hole in the head	0.0556	1977
pst.000031216869	12	ben bova	Millenium : a novel about people and politics in the year 1999	0.0803	1976
mdp.39015037444760	21	john banville	Athena	0.0566	1995
pst.000011241850	75	larry ed niven	More magic	0.0825	1984
mdp.49015002554617	78	william cobb	A walk through fire : a novel	0.1316	1992
uc1.$b86117	31	peter blackmore	Fickle moment	0.0455	1948
uc1.$b404054	31	richard jessup	A quiet voyage home; a novel	0.0756	1970
mdp.39015056651907	48	nancy rawles	Crawfish dreams	0.0689	2003
mdp.39015054090488	79	hanama tasaki	Long the imperial way	0.1031	1949
uc1.b4950818	2	murray schisgal	Days and nights of a French horn player	0.0715	1980
inu.30000055039188	79	katznetnik	House of dolls	0.0614	1956
mdp.39015059420169	38	christine weston	The world is a bridge	0.0702	1950
mdp.39015037434886	20	mary higgins clark	Moonlight becomes you : a novel	0.0888	1996
uc1.b3476988	38	rosalind ashe	Moths	0.078	1976
mdp.39015050674871	31	tristan jones	Somewheres east of Suez	0.1388	1988
pst.000058017623	41	rosemary sutcliff	The eagle of the ninth	0.0603	1954
mdp.39015057639034	43	gerard beirne	The eskimo in the net	0.0761	2003
mdp.39015032218144	14	james gordon bennett	The moon stops here	0.0935	1994
mdp.39015041541171	43	linda fairstein	Likely to die : a novel	0.1078	1997
uc1.$b103977	38	david niven	Once over lightly	0.0656	1951
uc1.32106002186218	24	harrison e salisbury	The gates of hell	0.0986	1975
mdp.39015011024562	12	poul anderson	The trouble twisters	0.0794	1966
mdp.39015013097566	38	margaret mahy	The catalogue of the universe	0.0577	1985
mdp.39015002134289	48	john cheever	The housebreaker of Shady Hill, and other stories	0.0552	1958
uc1.b4099792	68	margaret campbell barnes	Mary of Carisbrooke	0.0918	1955
uc1.b4091109	63	nevil shute	Round the bend	0.1197	1951
uc1.32106002131412	66	wright morris	The home place	0.0954	1948
mdp.39015047541258	30	alan hollinghurst	The swimming pool library	0.0848	1988
mdp.39015037416560	20	deborah iida	Middle son	0.0603	1996
mdp.49015002492073	12	murray leinster	First contacts : the essential Murray Leinster	0.1546	1975
mdp.39015022882768	38	kapka kassabova	Love in the land of midas	0.1157	2000
pst.000012284252	43	frederick forsyth	No comebacks : collected short stories	0.0791	1982
mdp.39015062897353	12	robert silverberg	The queen of springtime	0.2927	2005
mdp.39015003344416	13	howard fast	The tall hunter	0.0606	1942
mdp.39015063340080	20	peter grandbois	The gravedigger : a novel	0.076	2006
mdp.39015046485200	75	elizabeth hand	Black light	0.0818	1999
mdp.39015011807370	78	william melvin kelley	Dancers on the shore	0.0989	1964
mdp.39015032355243	66	jill mccorkle	Tending to Virginia : a novel	0.1121	1987
uc1.32106007059766	64	len deighton	Mexico set	0.191	1984
mdp.39015025192322	66	helen schulman	Out of time	0.0586	1991
mdp.39015030855525	14	eileen bassing	Home before dark	0.0638	1957
mdp.39015032354857	21	jayne ann krentz	Trust me	0.0494	1995
mdp.39015045679712	13	nicholas evans	The loop	0.1038	1998
uc1.$b784324	79	wolfgang ott	Sharks and little fish	0.1363	1957
mdp.39015021951747	21	thomas mcmahon	Loving little Egypt	0.1508	1987
mdp.39015001819849	68	frank yerby	Goat song : a novel of ancient Greece	0.0825	1967
mdp.39015032708094	76	gail godwin	The good husband	0.1115	1994
mdp.39015008313002	13	pat frank	Alas, Babylon	0.0665	1959
mdp.39015058732887	21	clare dudman	One day the ice will reveal all its dead	0.1827	2003
mdp.39015014515749	78	evelyn berckman	The Victorian album	0.0445	1973
mdp.39015016424379	31	john hersey	Under the eye of the storm	0.0745	1967
uc1.b3687983	13	evan hunter	The Chisholms : a novel of the journey West	0.1408	1976
mdp.39015031240917	68	margaret irwin	The Gay Galliard; the love story of Mary, queen of Scots	0.1011	1942
mdp.49015001312025	12	joe haldeman	The Hemingway hoax	0.0599	1990
mdp.39015030714821	20	walter sullivan	The long, long love	0.1069	1959
mdp.39015016441142	13	gerald hanley	The year of the lion, a novel	0.0785	1953
inu.30000043463987	12	james p. hogan	The immortality option	0.2186	1995
mdp.39015013019669	63	patty dann	Mermaids	0.0665	1986
mdp.39015013924355	63	francis phelan	Four ways of computing midnight	0.1342	1985
uc1.b4098787	75	dimitry varley	The whirly bird	0.0897	1961
uc1.b4978169	76	lisa grunwald	Summer	0.0795	1985
mdp.39076002946379	20	charles tekeyan	The revelations of a disappearing man	0.0586	1971
mdp.39015041359616	6	valerie wilson wesley	No hiding place	0.0829	1997
mdp.39015034545619	63	homero aridjis	The Lord of the last days : visions of the year 1000	0.1004	1995
uc1.b3780152	38	ernest sabato	The outsider;	0.0429	1950
mdp.39015000542863	13	elliot paul	A ghost town on the Yellowstone	0.1092	1948
uc1.$b56671	13	desmond holdridge	Witch in the wilderness;	0.0835	1937
mdp.39015046820653	30	david lodge	Therapy : a novel	0.0667	1995
mdp.39015014717816	79	mladin zarubion	The year of the rat; a chronicle	0.0753	1964
mdp.39015012304955	21	nigel balchin	Kings of infinite space	0.0669	1967
uc1.$b323529	78	erskine caldwell	Trouble in July	0.0924	1940
uc1.b4451162	64	michael mewshaw	Year of the gun	0.1528	1984
uc1.b3451658	24	emma lathen	Murder against the grain	0.0534	1967
uc1.b4249843	79	therese park	A gift of the emperor	0.1528	1997
mdp.39015033261614	24	niu-niu	No tears for Mao : growing up in the Cultural Revolution	0.1056	1995
mdp.39015035328841	79	vasily grossman	Life and fate : a novel	0.1635	1985
mdp.39015057575576	64	alan sillitoe	New and collected stories	0.0537	2003
mdp.39015009116248	78	john gregory brown	Decorations in a ruined cemetery	0.0954	1994
mdp.39015025221345	70	fernanda eberstadt	Isaac and his devils	0.0807	1991
mdp.39015046448042	43	georges simenon	Maigret and the millionaires	0.0392	1974
uc1.b4950727	21	harry hellerstein	Wired	0.1161	1982
uc1.$b301039	64	baynard kendrick	The odor of violets	0.0445	1940
mdp.39015004928373	31	john buchan	The man from the Norlands	0.0647	1936
mdp.39076002947187	64	david ignatius	The bank of fear	0.1026	1994
mdp.39015008277546	68	paul west	The very rich hours of Count von Stauffenberg	0.0859	1980
mdp.39015061601319	21	"magdalena zernicka-goetz
roger highfield"	The dance of life : a collection of short stories	0.3006	2002
mdp.39015050121337	64	jeanne ray	Julie and Romeo : a novel	0.0594	2000
uc1.$b322869	68	gwen bristow	Deep summer	0.0528	1937
mdp.49015000729716	79	stephen peters	The park is mine	0.1231	1981
mdp.39015005905305	2	evelyn waugh	A handful of dust	0.0551	1934
mdp.39015013515443	24	george konrad	The loser	0.0981	1982
mdp.39015037411322	79	gus lee	Tiger's tail : a novel	0.0718	1996
uc1.b4350523	41	michael z lewin	The enemies within	0.0352	1974
mdp.39015018903453	38	tom leopold	Somebody sing	0.0861	1990
mdp.39015003682385	14	ernest j gaines	Catherine Carmier	0.1048	1964
mdp.39015003455618	79	kenneth macksey	Anatomy of a battle	0.1549	1974
mdp.39015062115814	68	e.l. doctorow	Ragtime	0.0538	1975
inu.39000005659565	75	john hampden	The house of cats, and other folk-tales from Italy;	0.1298	1966
uc1.$b746179	79	serge vaculik	Air commando;	0.1766	1955
uc1.$b114703	20	marie claire blais	The manuscripts of Pauline Archange; a novel	0.0735	1970
uc1.$b63730	38	herbert ravenel sass	Look back to glory	0.0623	1933
mdp.39015005780161	14	francoise sagan	A certain smile : a novel	0.0803	1956
uc1.$b42172	31	colin mackenzie	Sailors of fortune	0.0889	1944
mdp.39015030707700	24	wilfredo nolledo	But for the lovers; a novel	0.0484	1970
pst.000013155629	31	clive cussler	Iceberg	0.1177	1977
mdp.39015020688647	38	f scott zelda fitzgerald	Bits of paradise;	0.0688	1940
mdp.39015024078589	63	thomas b costain	The silver Chalice, a novel	0.0754	1952
pst.000013206369	41	agatha christie	The boomerang clue	0.0729	1975
uc1.$b104416	76	marie a muir	Dear Mrs. Boswell	0.06	1953
uc1.$b80859	14	julian green	Midnight	0.0902	1936
uc1.$b107426	20	ruth moore	Candleelmas Bay	0.0562	1950
mdp.39015030741048	41	george harmon coxe	Venturous lady	0.0951	1948
mdp.39015042599251	70	fred g. leebron	Six figures	0.0765	2000
uc1.32106010550199	43	martin limón	Jade lady burning	0.0408	1992
mdp.39015031230322	38	faith baldwin	Honor bound	0.0832	1934
mdp.39015030848983	2	paul ableman	Tornado Pratt : a novel	0.0408	1977
mdp.39015013334910	38	michael ondaatje	In the skin of a lion : a novel	0.053	1987
mdp.39015016435706	20	sean hignett	A picture to hang on the wall	0.0776	1966
mdp.39015034937717	78	glenville lovell	Fire in the canes	0.1292	1995
mdp.39015047522399	75	steven millhauser	The Barnum Museum : stories	0.0761	1990
uc1.$b105393	76	frank swinnerton	A woman in sunshine	0.0548	1945
uc1.32106009095875	12	john varley	Wizard	0.1636	1980
wu.89085145860	68	umberto eco	The name of the rose	0.0655	1983
uc1.32106005940579	66	"andre bernard
alice walker"	The third life of Grange Copeland	0.0817	1970
mdp.39015047609345	41	ashley warlick	The summer after June	0.0534	2000
mdp.39015058083497	66	dorothy allison	Bastard out of Carolina	0.0606	1992
uc1.b4350635	63	harry mark petrakis	The waves of night, and other stories	0.0786	1969
mdp.39015042819667	12	tom deitz	Above the lower sky	0.0618	1994
mdp.39015038159789	43	larry brown	Father and son : a novel	0.0616	1996
mdp.39015038408798	70	jim grimsley	Dream boy	0.065	1995
mdp.39015032554373	30	benjamin weissman	Dear dead person : short fiction	0.0664	1994
mdp.39015018601743	21	theodore sturgeon	A touch of strange	0.09	1958
mdp.39015021545341	70	jill mccorkle	Ferris Beach : a novel	0.0966	1990
mdp.39015063976008	41	s s van dine	The Casino murder case; a Philo Vance story	0.0602	1934
mdp.39015049989331	64	jack higgins	Edge of danger	0.1229	2001
mdp.39015047110914	64	jonathan rabb	The overseer : a novel	0.0988	1998
uc1.b4084830	6	mary stewart	Madam, will you talk?	0.0375	1943
uc1.b3116810	43	ethel lins white	She faded into air	0.0819	1941
uc1.$b401304	63	irving shulman	The devil's knee	0.0516	1973
mdp.39015060839571	41	mitch cullin	A slight trick of the mind : a novel	0.1038	2005
inu.39000001748784	64	alistair maclean	Partisans	0.1641	1983
mdp.39015030746054	6	james d horan	The seat of power	0.10800000000000001	1965
uc1.$b244444	41	christianna brand	Cat & mouse	0.0495	1950
uc1.32106014979204	64	laurie r. king	A darker place	0.1083	1999
mdp.39015046411024	68	talbot mundy	Full moon	0.0549	1935
mdp.39015011562967	68	thomas b costain	The moneyman	0.1422	1947
uc1.b3760981	63	luigi fusco	The Piazza of the Decameron	0.061	1977
mdp.39015014730025	13	stephen becker	The outcasts	0.0757	1967
uc1.32106012556210	76	amanda craig	In a dark wood	0.1962	2000
mdp.39015014618576	64	karin slaughter	The widow	0.084	1989
uc1.$b395367	24	peter vansittart	The game and the ground : a novel	0.0674	1956
uc1.b4421720	75	steven bauer	Satyrday, a fable	0.1515	1980
mdp.39015043041535	70	liza wieland	You can sleep while I drive : stories	0.0777	1999
mdp.39015013538924	13	tama janowitz	A cannibal in Manhattan	0.0859	1987
mdp.39015009281943	38	sally benson	Women and children first	0.0356	1943
mdp.39015032582937	13	susan power	The grass dancer	0.0643	1994
uc1.$b174497	31	carl carmer	The Jesse James of the Java sea	0.0849	1945
mdp.39015025268890	66	marguerite duras	Summer rain	0.0624	1992
mdp.39015060068718	43	patricia cornwell	Trace	0.1588	2004
mdp.49015002827781	12	c.s. friedman	When true night falls	0.168	1993
uc1.$b600004	24	diana chang	The frontiers of love	0.0777	1956
inu.30000029839853	13	morgan llywelyn	The last prince of Ireland : a novel	0.0518	1992
mdp.49015002953025	41	agatha christie	Murder in Mesopotamia	0.0579	1936
pst.000043365319	21	michael crichton	Jurassic Park	0.3045	1997
mdp.39015066062566	20	hubert skidmore	Hawk's Nest	0.0382	1941
mdp.39015008636238	43	william trevor	The children of Dynmouth	0.0582	1976
uc1.b4091207	13	alan lemay	The unforgiven	0.0592	1957
uc1.$b56466	63	joy davidman	Weeping Bay	0.0756	1950
uc1.b3710720	21	robert kyle	Venus examined; a physiological novel	0.0817	1968
mdp.39015050499584	43	stuart woods	Cold paradise	0.0939	2001
mdp.39015054028488	64	robert ludlum	The apocalypse watch	0.1037	1995
uc1.$b102418	2	m j farrell	The enchanting witch	0.0688	1951
mdp.39015055807542	70	anita nair	Ladies coupé : a novel in parts	0.0658	2001
mdp.39015063937067	79	theodore pratt	Mr. Winkle goes to war	0.0634	1943
mdp.39015028020710	64	andrei gulyashki	The Zakhov mission;	0.0479	1968
uc1.b4536256	31	farley mowat	The serpent's coil	0.1761	1961
mdp.39015005325850	12	anthony burgess	The end of the world news : an entertainment	0.0937	1982
uc1.$b245099	31	jerrard tickell	Island rescue (Appointment with Venus)	0.0642	1951
mdp.39015027622045	12	jose j veiga	The three trials of Manirema	0.0593	1970
mdp.39015054075612	21	arthur c. clarke	The fountains of Paradise	0.121	1979
uc1.b4104380	66	emily hahn	Kissing cousins	0.0779	1958
uc1.32106002122981	63	janet lewis	The trial of Sören Qvist	0.0543	1947
mdp.39015008912944	79	john masters	The Ravi Lancers, a novel	0.0658	1972
uc1.32106009584944	75	anne rice	The witching hour : a novel of the supernatural	0.1793	1990
mdp.39015080878807	41	eliot pattison	The lord of death	0.08900000000000001	2009
uc1.$b86158	41	robert bright	The spirit of the chase	0.0515	1956
uc1.32106007592311	31	ruthanne lum mccunn	Sole survivor	0.2273	1985
mdp.39015008960919	31	miodrag bulatovic	The war was better	0.0307	1972
uc1.$b119891	64	mignon eberhart	Message from Hong Kong	0.0411	1969
mdp.39015058073639	66	ann harleman	Happiness	0.0708	1994
mdp.39015033253454	20	william baldwin	The hard to catch mercy : a novel	0.0667	1993
mdp.39015061750611	75	lindsay clarke	The war at Troy	0.1044	2004
mdp.39015002758301	13	thomas sanchez	Rabbit boss. -	0.1029	1973
uc1.b4446884	68	cecelia holland	The kings in winter	0.0426	1967
mdp.39015063661014	6	linda fairstein	Death dance	0.1178	2006
uc1.b3346612	78	rv cassill	The eagle on the coin	0.0646	1950
mdp.39015063225950	63	elizabeth strout	Abide with me : a novel	0.0821	2006
uc1.b4450946	79	devery freeman	Father Sky : a novel	0.0983	1979
mdp.39015029861575	66	monique urza	The deep blue memory	0.0789	1993
mdp.39015034269327	21	gentry lee	Bright messengers	0.0782	1995
mdp.39015055861465	41	sue grafton	Q is for quarry	0.0884	2002
mdp.39015062547321	21	john darnton	The Darwin conspiracy	0.0714	2005
uc1.b4095332	21	gerald heard	Gabriel and the creatures;	0.055	1952
uc1.$b404140	30	kenneth davids	The softness on the other side of the hole	0.0647	1968
uc1.32106011001762	76	thea astley	Coda	0.09	1994
mdp.39015077268871	66	sheelagh kanelli	Earth and water : a marriage into Greece	0.0849	1986
mdp.39015034924574	21	rebecca goldstein	Mazel	0.0661	1995
mdp.39015058265060	24	"pramoedya ananta toer
willem samuels"	All that is gone	0.1076	2004
uc1.32106006652009	41	ross macdonald	Black money	0.0923	1966
uc1.b4421475	70	james brown	Hot wire	0.0633	1985
uc1.$b396467	21	john rowan wilson	The side of the angels	0.0841	1968
uc1.$b167194	48	nermann kesten	The twins of Nuremberg	0.0622	1946
pst.000019613543	41	ellery queen	Calamity town	0.0711	1992
uc1.32106006702077	64	colin forbes	The leader and the damned	0.1867	1983
uc1.b5076448	43	georges simenon	Inspector Maigret and the burglar's wife. Maigret et la grande perche	0.0487	1955
mdp.39015063514791	20	brian flynn	The spiked lion, an Anthony Bathurst story	0.0352	1933
pst.000053470362	21	michael crichton	Timeline	0.0761	1999
uc1.b4351467	31	jane lecompte	Moon passage	0.055	1989
uc1.32106019102984	75	"walter moers
john brownjohn"	Rumo & his miraculous adventures : a novel in two books illustrated by the author	0.0999	2006
mdp.39015005875169	63	robert ludlum	The Gemini contenders	0.0563	1976
uc1.b4430799	24	james carroll	Supply of heroes	0.0581	1986
mdp.39015045626499	66	"alex haley
david stevens"	Mama Flora's family : a novel	0.0945	1998
mdp.39015017752240	38	rebecca goldstein	The late-summer passion of a woman of mind	0.0659	1989
mdp.39015050163602	2	aimee bender	An invisible sign of my own : a novel	0.0676	2000
uc1.$b104989	79	don robertson	The three days	0.1694	1959
pst.000013770785	64	ruth rendell	Talking to strange men	0.1605	1987
uc1.b4421491	64	william f. buckley jr	Marco Polo, if you can	0.2059	1982
mdp.39015011237347	13	wyn sargent	People of the valley	0.1469	1974
mdp.39015004275502	20	miranda seymour	The goddess	0.0608	1979
uc1.32106005010043	30	william s. burroughs	Port of saints	0.1079	1980
uc1.32106015502534	31	michael köepf	The fisherman's son	0.10300000000000001	1998
mdp.39015063945292	6	catherine meadows	Friday market	0.0422	1938
uc1.b4439680	6	william harrington	The power, a novel	0.1232	1964
mdp.39015058795934	38	sue grafton	R is for ricochet	0.0827	2004
uc1.b4097316	6	peter de vries	Comfort me with apples	0.0402	1956
mdp.39015037444844	2	michael palin	Hemingway's chair	0.0974	1995
mdp.39015014190311	68	t coraghessan boyle	World's end : a novel	0.0644	1987
mdp.39015037366229	14	jean stafford	The mountain lion	0.0681	1947
uc1.32106002186010	30	joanna russ	The two of them	0.0526	1978
uc1.$b100744	31	ernest gebler	The Plymouth adventure; a chronicle novel of the voyage of the Mayflower	0.1266	1950
mdp.39015049862488	79	thomas keneally	Season in purgatory	0.0915	1976
uc1.b3752243	41	georges simenon	Maigret and the killer	0.0431	1971
mdp.39015047606440	38	georgette heyer	Bath tangle	0.1038	1955
uc1.$b119958	43	julius horwitz	The W.A.S.P	0.08800000000000001	1967
mdp.39015034271885	43	john sandford	Mind prey	0.2272	1995
mdp.39015055470317	78	heather neff	Wisdom	0.0836	2002
uc1.b3488794	38	pamela hansford johnson	The good husband	0.0879	1978
uc1.b3687213	48	louis bromfield	What became of Anna Bolton	0.0756	1944
uc1.b4950599	48	frank yerby	The girl from Storyville; a Victorian novel	0.0689	1972
mdp.39015056666020	79	lawrence coates	The master of Monterey : a novel	0.0988	2003
uc1.$b302067	79	h v morton	I, James Blunt	0.0656	1942
mdp.39015060383638	41	kate atkinson	Case histories	0.0585	2004
uc1.32106015377689	68	margaret irwin	Elizabeth, captive princess	0.12300000000000001	1948
mdp.39015029858399	31	andrea barrett	The forms of water	0.0452	1993
uc1.$b103970	41	dorothea malm	To the castle	0.0434	1957
mdp.39015068816621	41	andrew gross	The blue zone	0.1059	2007
mdp.39015034258619	12	jack mcdevitt	The engines of God	0.1994	1994
mdp.39015008719935	21	robert maxxe	Arcade	0.1611	1984
uc1.b3435521	79	j g farrell	The Singapore grip	0.0841	1978
uc1.$b102601	20	robert hazel	A field full of people	0.0565	1954
uc1.$b399294	75	frank goodwyn	The black bull	0.062	1958
uc1.b3435563	38	evelyn anthony	The assassin	0.0585	1970
inu.30000007177755	68	jean plaidy	The bastard king	0.0952	1974
uc1.$b117378	24	margaret ann hubbard	Seraphina Todd	0.032	1941
mdp.39015082701148	43	allan levine	Evil of the age	0.0733	2008
mdp.39015069332453	24	tan twan eng	The gift of rain	0.0584	2007
mdp.39015082723266	12	peter f. hamilton	The temporal void	0.127	2008
inu.39000004044652	70	eva figes	Light	0.071	1983
pst.000007740411	63	theo lang	The word and the sword	0.047	1974
